Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, HRK, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
13 May 2022, 1.0385, 133.91, 1.9558, 24.740, 7.4412, 0.85115, 385.00, 4.6883, 4.9455, 10.4905, 1.0385, 140.10, 10.2043, 7.5200, 16.0687, 1.5067, 5.3204, 1.3505, 7.0513, 8.1522, 15193.55, 3.5586, 80.4315, 1330.83, 20.9880, 4.5673, 1.6633, 54.449, 1.4500, 36.109, 16.7789, 
